Model No,Make,Model,Variant,Ex_Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Speedometer,Seating_Capacity,Aux-in_Compatibility,Basic_Warranty,Handbrake,Sale_per_year,warranty,Model_year
1089,Mahindra,Bolero,Ex Non Ac,7850057,2523 cc,4,60 litres,Diesel,9.4 km/litre,5,Ventilated Disc,Drum,215/75R15,215/75R15,Yes,7,No,2 years / Unlimited Kms,Manual,7689,3,2015
1090,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,5359910,1248 cc,4,43 litres,Diesel,28.09 km/litre,5,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,7365,4,2010
1091,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,8799005,1248 cc,4,43 litres,Diesel,28.09 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,2633,2,2014
1092,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,7065779,1248 cc,4,43 litres,Diesel,28.09 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,4803,4,2016
1093,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,7560907,1248 cc,4,43 litres,Diesel,28.09 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8830,5,2011
1094,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,7264121,1462 cc,4,43 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,6541,5,2018
1095,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,7029576,1462 cc,4,43 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,10028,3,2020
1096,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,7142779,1462 cc,4,43 litres,Petrol,21.56 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8563,3,2012
1097,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,4204260,1462 cc,4,43 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,10036,5,2010
1098,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,5908259,1462 cc,4,43 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,6375,2,2012
1099,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,5675227,1462 cc,4,43 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,1905,3,2011
1100,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1535342,1462 cc,4,43 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,5607,5,2021
1101,Maruti Suzuki,Ciaz,1.5L Alpha,9812244,1498 cc,4,43 litres,Diesel,26.82 km/litre,6,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8003,2,2016
1102,Maruti Suzuki,Ciaz,1.5L Delta,9137099,1498 cc,4,43 litres,Diesel,26032 km/litre,6,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,3891,3,2012
1103,Maruti Suzuki,Ciaz,1.5L Zeta,7732132,1498 cc,4,43 litres,Diesel,26.32 km/litre,6,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,10107,2,2021
1104,Skoda,Rapid,1.6 Mpi Ambition,3301371,1598 cc,4,55 litres,Petrol,12 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,3494,3,2011
1105,Skoda,Rapid,1.5 Tdi Cr Active,1216548,1498 cc,4,55 litres,Diesel,14.5 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,3 years / Unlimited Kms,Manual,5196,3,2013
1106,Skoda,Rapid,1.6 Mpi Active,8628503,1598 cc,4,55 litres,Petrol,12 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,3 years / Unlimited Kms,Manual,6661,2,2020
1107,Skoda,Rapid,1.5 Tdi Cr Ambition,1611778,1498 cc,4,55 litres,Diesel,14.5 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,1111,4,2010
1108,Skoda,Rapid,1.5 Tdi Cr Ambition At,2289909,1498 cc,4,55 litres,Diesel,14.5 km/litre,7,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,4957,3,2011
1109,Skoda,Rapid,1.6 Mpi Style At,3591859,1598 cc,4,55 litres,Petrol,12 km/litre,7,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,1111,3,2011
1110,Skoda,Rapid,1.5 Tdi Cr Style At,8308863,1498 cc,4,55 litres,Diesel,18 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,3314,3,2015
1111,Skoda,Rapid,1.5 Tdi Cr Style,4270149,1498 cc,4,55 litres,Diesel,18 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,7209,3,2011
1112,Skoda,Rapid,1.6 Mpi Style,3798897,1598 cc,4,55 litres,Petrol,12 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,3850,5,2015
1113,Skoda,Rapid,1.6 Mpi Ambition At,7959529,1598 cc,4,55 litres,Petrol,12 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,8145,2,2021
1114,Skoda,Rapid,Onyx Mt Petrol,6219036,1598 cc,4,55 litres,Petrol,12 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,4294,5,2017
1115,Skoda,Rapid,Onyx At Petrol,4738089,1598 cc,4,55 litres,Petrol,12 km/litre,7,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,10387,3,2021
1116,Skoda,Rapid,Onyx Mt Diesel,4298054,1498 cc,4,55 litres,Diesel,18 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,9853,2,2015
1117,Skoda,Rapid,Onyx At Diesel,1638574,1498 cc,4,55 litres,Diesel,18 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years / Unlimited Kms,Manual,1321,3,2020
1118,Fiat,Abarth Punto,1.4 T-Jet,8486858,1368 cc,4,24 litres,Petrol,17 km/litre,5,Ventilated Disc,Ventilated Disc,195/55R16,195/55R16,Analog,5,Yes,No Warranty,Manual,2528,5,2020
1119,Hyundai,Creta,1.4 Crdi E Plus,8000958,1396 cc,4,55 litres,Diesel,21.38 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,8530,4,2016
1120,Hyundai,Creta,1.6 Vtvt E Plus,3932407,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,6883,4,2014
1121,Hyundai,Creta,1.6 Vtvt Sx,2881174,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,7329,5,2021
1122,Hyundai,Creta,1.6 Vtvt Sx (O),8612428,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,10500,2,2019
1123,Hyundai,Creta,1.6 Vtvt Sx At,6766002,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,3836,2,2013
1124,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,6855697,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,8710,5,2019
1125,Hyundai,Creta,1.4 Crdi S,8367070,1396 cc,4,55 litres,Diesel,21.38 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,2396,4,2021
1126,Hyundai,Creta,1.6 Crdi Sx,5740413,1582 cc,4,55 litres,Diesel,17.01 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,No Warranty,Manual,7960,4,2013
1127,Hyundai,Creta,1.6 Crdi Sx (O),5160812,1582 cc,4,55 litres,Diesel,17.01 km/litre,6,Ventilated Disc,Drum,215/60R17,215/60R17,Analog,5,Yes,3 years / Unlimited Kms,Manual,1863,2,2014
1128,Hyundai,Creta,1.6 Crdi Sx At,2489964,1582 cc,4,55 litres,Diesel,17.01 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,2842,2,2021
1129,Hyundai,Creta,1.6 Crdi Sx Dual Tone,8353397,1582 cc,4,55 litres,Diesel,17.01 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,No Warranty,Manual,4646,5,2020
1130,Hyundai,Creta,1.6 Crdi S At,2111094,1582 cc,4,55 litres,Diesel,17.01 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,5550,5,2012
1131,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,4625711,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,7528,4,2011
1132,Hyundai,Creta,1.6 Crdi Sx (O) Executive,2018403,1582 cc,4,55 litres,Diesel,17.01 km/litre,6,Ventilated Disc,Drum,215/60R17,215/60R17,Analog,5,Yes,3 years / Unlimited Kms,Manual,7184,3,2022
1133,Hyundai,Creta,1.4 Crdi Ex,1585614,1396 cc,4,55 litres,Diesel,21.38 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,1504,2,2016
1134,Hyundai,Creta,1.6 Vtvt Ex,4041577,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,2564,2,2015
1135,Hyundai,Creta,Sports Edition Petrol,7762839,1591 cc,4,55 litres,Petrol,15.29 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,3 years / Unlimited Kms,Manual,5440,2,2016
1136,Hyundai,Creta,Sports Edition Diesel,1671702,1582 cc,4,55 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,205/65R16,205/65R16,Analog,5,Yes,No Warranty,Manual,1684,4,2011
1137,Tata,Harrier,Revotorq Xe,8477462,1956 cc,3,50 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,235/70 R16,235/70 R16,Analog,5,No,"2 Years / 75,000 KM (whichever is earlier)",Manual,2604,3,2021
1138,Tata,Harrier,Revotorq Xm,7343637,1956 cc,3,50 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,235/70 R16,235/70 R16,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,9692,3,2015
1139,Tata,Harrier,Revotorq Xt,3986992,1956 cc,3,50 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,235/65 R17,235/65 R17,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,8759,2,2021
1140,Tata,Harrier,Revotorq Xz,4060521,1956 cc,3,50 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,235/65 R17,235/65 R17,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,9837,4,2013
1141,Tata,Harrier,Revotorq Xz Dual Tone,3989850,1956 cc,3,50 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,235/65 R17,235/65 R17,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,3406,3,2021
1142,Tata,Harrier,Revotorq Dark Edition,8743688,1956 cc,3,50 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,235/65 R17,235/65 R17,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,6074,5,2014
1143,Isuzu,Dmax V-Cross,Standard,4249904,2499 cc,4,24 litres,Diesel,7.3 km/litre,5,Ventilated Disc,Drum,245/70 R16,245/70 R16,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,8107,2,2020
1144,Isuzu,Dmax V-Cross,High Z,7218510,2499 cc,4,24 litres,Diesel,7.3 km/litre,5,Ventilated Disc,Drum,245/70 R16,245/70 R16,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,8213,2,2012
1145,Isuzu,Dmax V-Cross,Z Prestige,9749281,1898 cc,4,24 litres,Diesel,7.3 km/litre,6,Ventilated Disc,Drum,255/60 R18,255/60 R18,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,10146,3,2014
1146,Mitsubishi,Outlander,2.4L Outlander,8516724,2360 cc,4,60 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,215 / 70,215 / 70,Yes,7,Yes,No Warranty,Manual,5051,5,2020
1147,Tata,Mercedes-Benz Gla-Class,200 Sport,7112939,1991 cc,4,50 litres,Petrol,10 km/litre,7,Ventilated Disc,Ventilated Disc,235/50R18,235/50R18,Analog,5,Yes,3 years / Unlimited Kms,Automatic,6847,2,2021
1148,Tata,Mercedes-Benz Gla-Class,200 D Style,2993517,2143 cc,4,70 litres,Diesel,13.4 km/litre,7,Ventilated Disc,Ventilated Disc,235/50R18,235/50R18,Yes,5,Yes,3 years / Unlimited Kms,Automatic,5877,5,2013
1149,Tata,Mercedes-Benz Gla-Class,200 D Sport,2517858,2143 cc,4,70 litres,Diesel,13.4 km/litre,7,Ventilated Disc,Ventilated Disc,235/50R18,235/50R18,Analog,5,Yes,3 years / Unlimited Kms,Automatic,10889,5,2010
1150,Tata,Mercedes-Benz Gla-Class,45 Amg 4Matic,3682348,1991 cc,4,50 litres,Petrol,10.2 km/litre,7,Ventilated Disc,Ventilated Disc,235/45R19,235/45R19,Analog,5,Yes,3 years / Unlimited Kms,Automatic,7525,2,2017
1151,Tata,Mercedes-Benz Gla-Class,220 D 4Matic,5425777,2143 cc,4,70 litres,Diesel,13.4 km/litre,7,Ventilated Disc,Ventilated Disc,235/50R18,235/50R18,Analog,5,Yes,3 years / Unlimited Kms,Automatic,8635,2,2017
1152,Tata,Mercedes-Benz Gla-Class,45 Aero Edition,6424198,1991 cc,4,50 litres,Petrol,10.2 km/litre,7,Ventilated Disc,Ventilated Disc,235/45R19,235/45R19,Analog,5,Yes,3 years / Unlimited Kms,Automatic,2908,2,2015
1153,Honda,Accord Hybrid,2.0 At,9003119,1993 cc,4,60 litres,Hybrid,21 km/litre,5,Ventilated Disc,Solid Disc,235/45 R18 Tubeless Radials,235/45 R18 Tubeless Radials,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Automatic,8035,3,2015
1154,Bmw,5-Series,520D Luxury Line,5678311,1995 cc,4,70 litres,Diesel,8.4 km/litre,8,Ventilated Disc,Ventilated Disc,225/55R17,225/55R17,Analog,5,Yes,2 years / Unlimited Kms,Automatic,5246,4,2016
1155,Bmw,5-Series,530D M Sport,6041548,2993 cc,6,70 litres,Diesel,13.1 km/litre,8,Ventilated Disc,Ventilated Disc,245/45R18,275/40R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,5209,5,2017
1156,Bmw,5-Series,530I M Sport,5505267,1998 cc,6,70 litres,Petrol,15.01 km/litre,8,Ventilated Disc,Ventilated Disc,245/45R18,275/40R18,Analog,5,Yes,2 years / Unlimited Kms,Automatic,9633,2,2022
1157,Bmw,6-Series,630D Gt Luxury Line,9417582,2993 cc,6,88 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,245/45R19,275/40R19,Analog,4,Yes,No Warranty,Automatic,2600,2,2015
1158,Bmw,6-Series,630D Gt M Sport,9026136,2993 cc,6,88 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,245/45R19,275/40R19,Analog,4,Yes,No Warranty,Automatic,7243,5,2012
1159,Bmw,6-Series,630I Gt Luxury Line,6598411,4395 cc,8,70 litres,Petrol,4.45 km/litre,8,Ventilated Disc,Ventilated Disc,245/40,245/40,error,4,No,No Warranty,Manual,1385,2,2014
1160,Bmw,6-Series,620D Gt Luxury Line,7472073,1995 cc,4,66 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,225/60R17,225/60R17,Analog,4,Yes,No Warranty,Automatic,5354,3,2011
1161,Porsche,Macan,S,2326538,2995 cc,6,65 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,235/60R18,255/55 R18,Analog,5,Yes,2 years without mileage limit,Automatic,10907,5,2016
1162,Porsche,Macan,Base,8307447,1984 cc,6,65 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,235/60R18,255/55R18,Analog,5,Yes,2 years without mileage limit,Automatic,8571,2,2016
1163,Jaguar,F-Type,5.0 Convertible R,8787110,5000 cc,2,24 litres,Petrol,12.05 km/litre,8,Drum,error,error,error,error,4,No,No Warranty,Manual,6446,2,2012
1164,Jaguar,F-Type,5.0 Coupe R,2643477,5000 cc,6,72 litres,Petrol,7.81 km/litre,8,Solid Disc,Solid Disc,245/40R19,275/35R19,error,2,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,5824,4,2014
1165,Jaguar,F-Type,Svr Coupe,7800748,5000 cc,8,70 litres,Petrol,23 km/litre,8,Solid Disc,Solid Disc,255/35R20,295/30R20,Analog,2,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,2381,3,2011
1166,Jaguar,F-Type,Svr Convertible,1070753,5000 cc,8,70 litres,Petrol,23 km/litre,8,Solid Disc,Solid Disc,255/35R20,295/30R20,Analog,2,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,10184,5,2016
1167,Jaguar,F-Type,2.0L Coupe,2458291,1997 cc,6,63 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,245 / 40 R19,275 / 35 R19,Analog,2,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,8492,5,2014
1168,Jaguar,F-Type,2.0L Convertible,2561104,1997 cc,6,63 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,245 / 40 R19,275 / 35 R19,Analog,2,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Automatic,8683,3,2010
1169,Jaguar,F-Type,2.0 Convertible R Dynamic,2159423,1997 cc,8,63 litres,Petrol,23 km/litre,8,Solid Disc,Solid Disc,255 / 35 R20,295 / 30 R20,Analog,2,Yes,No Warranty,Automatic,10164,2,2012
1170,Jaguar,F-Type,2.0 Coupe R Dynamic,7558850,1997 cc,4,63 litres,Petrol,23 km/litre,8,Solid Disc,Solid Disc,255 / 35 R20,295 / 30 R20,Analog,2,Yes,No Warranty,Automatic,3720,2,2012
1171,Bmw,M5,Competition,7929867,4395 cc,8,68 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,275/35 ZR 20,285/35 ZR 20,Analog,4,Yes,2 years / Unlimited Kms,Automatic,8861,4,2016
1172,Lexus,Lx 570,V8,2061359,5700 cc,2,93 litres,Diesel,18 km/litre,6,Ventilated Disc,Ventilated Disc,285/60R18,285/60R18,Analog,7,Yes,No Warranty,Automatic,6635,5,2020
1173,Ferrari,458 Spider,V8,6425228,3902 cc,8,86 litres,Petrol,3.2 km/litre,7,Ventilated Disc,Ventilated Disc,245/35 ZR20,305/35ZR20,Digital,2,Yes,No Warranty,Automatic,3473,3,2014
1174,Maruti Suzuki R,Wagon,Vxi,4396824,998 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,3452,4,2014
1175,Maruti Suzuki R,Wagon,Vxi Ags,8462094,998 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,5293,5,2014
1176,Maruti Suzuki R,Wagon,1.2L Zxi,4752802,1197 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,155/65R14,155/65R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,6639,3,2014
1177,Maruti Suzuki R,Wagon,Lxi,8380194,998 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,145/80R13,145/80R13,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,1013,3,2018
1178,Maruti Suzuki R,Wagon,1.2L Vxi,8831777,1197 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,2566,2,2013
1179,Maruti Suzuki R,Wagon,1.2L Vxi Ags,7662288,1197 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,155/65R14,155/65R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,3762,2,2017
1180,Maruti Suzuki R,Wagon,1.2L Zxi Ags,6326964,1197 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,4671,3,2011
1181,Maruti Suzuki R,Wagon,Lxi (O),4872330,998 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,145/80R13,145/80R13,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,1483,5,2022
1182,Maruti Suzuki R,Wagon,Vxi (O),2570928,998 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,4661,4,2011
1183,Maruti Suzuki R,Wagon,1.2L Vxi (O),1967919,1197 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8785,5,2011
1184,Maruti Suzuki R,Wagon,1.2L Vxi Ags (O),9209240,1197 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,155/65R14,155/65R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8854,5,2012
1185,Maruti Suzuki R,Wagon,Vxi Ags (O),4587577,998 cc,3,32 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,5292,4,2012
1186,Maruti Suzuki R,Wagon,Lxi Cng,2253259,998 cc,3,32 litres,CNG,23 km/litre,5,Ventilated Disc,Drum,145/80R13,145/80R13,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,9287,5,2012
1187,Maruti Suzuki R,Wagon,Lxi (O) Cng,4158454,998 cc,3,32 litres,CNG,23 km/litre,5,Ventilated Disc,Drum,145/80R13,145/80R13,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,4383,2,2017
1188,Tata,Tiago Nrg,1.2L Revotron,6943078,1199 cc,3,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65 R14,175/65 R14,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,1481,4,2017
1189,Tata,Tiago Nrg,1.05L Revotorq,5868848,1047 cc,3,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65 R14,175/65 R14,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,9115,4,2018
1190,Tata,Tiago Nrg,1.2L Revotron Amt,9387004,1199 cc,3,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65 R14,175/65 R14,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,7190,3,2011
1191,Mahindra,Nuvosport,N4,2536922,1493 cc,3,60 litres,Diesel,13.8 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,7,No,No Warranty,Manual,1742,5,2014
1192,Mahindra,Nuvosport,N6,5467786,1493 cc,3,60 litres,Diesel,13.8 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,7,Yes,No Warranty,Manual,4189,2,2014
1193,Mahindra,Nuvosport,N8,7346879,1493 cc,3,60 litres,Diesel,13.8 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,7,Yes,No Warranty,Manual,7348,3,2018
1194,Mahindra,Nuvosport,N4 +,8811964,1493 cc,3,24 litres,Diesel,13.8 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,7,No,No Warranty,Manual,7797,3,2015
1195,Mahindra,Nuvosport,N6 Amt,3354928,1493 cc,3,60 litres,Diesel,12.8 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,7,Yes,No Warranty,Manual,8132,4,2018
1196,Mahindra,Nuvosport,N8 Amt,4670204,1493 cc,3,60 litres,Diesel,12.8 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,7,Yes,No Warranty,Manual,4379,4,2019
1197,Nissan,Kicks,Xl Petrol,4143290,1498 cc,4,50 litres,Petrol,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,7112,2,2019
1198,Nissan,Kicks,Xv Petrol,1916397,1498 cc,4,50 litres,Petrol,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,1667,3,2013
1199,Nissan,Kicks,Xl Diesel,7216540,1461 cc,4,50 litres,Diesel,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,3330,3,2010
1200,Nissan,Kicks,Xv Diesel,1098659,1461 cc,4,50 litres,Diesel,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,3114,5,2017
1201,Nissan,Kicks,Xv Premium,4914074,1461 cc,4,50 litres,Diesel,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,1228,5,2014
1202,Nissan,Kicks,Xv Premium (O),7489075,1461 cc,4,50 litres,Diesel,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,4286,2,2021
